qtd_times,lahc_grid_results,lahc_custos,lahc_tempo,sa_grid_results,sa_custos,sa_tempo,ils_grid_results,ils_custos,ils_tempo,e0,en,d0,dn
13,"[[-9, 12, 7, 4, -2, 5, 6, -8, 13, 11, -10, -3], [13, 12, -8, 4, -5, 11, -6, 1, -10, 9, -3, 7], [13, 10, -6, -9, 2, -11, -1, 7, -8, 5, -4, 12], [1, 13, -8, -5, -9, 3, 10, 6, 2, -11, 12, 7], [6, -7, -1, -3, -2, -9, 10, 12, -8, 11, 13, -4], [12, 8, 7, 3, -13, -4, -10, 1, -9, -11, 2, -5], [-4, -11, -1, 2, -9, 13, 8, -12, -10, -3, -5, 6], [3, 12, -1, 5, 10, -9, 6, 2, -11, -7, 4, 13], [-1, 10, -3, 7, -6, 13, 2, -5, 12, 11, -4, -8], [4, -3, 1, 11, 6, 5, -12, 2, -7, 9, 13, -8], [-5, 2, -7, 9, 8, -1, -13, 10, -12, 3, -6, -4], [1, 13, -8, 10, -6, 4, 11, 7, -5, -3, 9, 2], [-5, 8, 10, 3, 9, 2, 6, 11, -4, 1, -12, 7]]",34656,0.04861187934875488,"[[9, -11, -4, -8, 6, -12, 10, 13, 5, 7, 2, -3], [-7, -3, -1, 12, 6, 11, 4, 9, 5, -13, 10, -8], [-2, -4, -6, 13, -10, 9, -8, 12, -1, -11, 5, -7], [-8, 2, -12, 7, 13, -10, 9, -6, 1, 3, 5, -11], [-2, -1, -12, 6, -10, 13, -3, 4, 8, 11, -7, 9], [10, 5, -2, 1, 4, -9, -12, -8, 13, -7, -3, 11], [-12, -8, -4, 5, -2, -13, 10, -1, -11, 3, -9, -6], [-12, 10, 5, 2, -9, -11, 4, 6, -7, -3, -1, -13], [-11, -6, 1, 8, -13, -12, -10, 7, -3, -5, -4, -2], [2, 8, -5, -7, 13, 12, 6, -1, -3, 4, 9, 11], [7, -4, 1, 12, 13, -2, 9, -8, -10, 3, -5, 6], [-7, -1, 13, 10, 3, -9, -6, -2, 5, -4, 11, -8], [-1, -2, 5, -9, 3, 4, 8, -11, 7, 6, -12, -10]]",31332,0.04899764060974121,"[[-7, -11, 8, 3, -4, -12, 6, 10, -9, 5, 2, 13], [12, -13, -10, 11, 6, 9, -3, -5, 8, 7, 4, 1], [-4, -2, -8, -12, -1, 13, -7, 10, 11, 9, 6, 5], [-10, 9, -3, 12, 8, -5, 1, 11, 6, -2, 7, 13], [10, 8, 1, -11, -6, -2, -3, 9, 12, -7, 4, 13], [12, 5, -8, -2, -9, -11, 10, 4, 1, 13, 7, 3], [-1, -9, 10, -2, -4, 3, 13, 6, 5, 12, 8, -11], [4, -12, -1, 13, -11, 2, -5, 9, 6, -7, -3, -10], [5, 2, -6, 13, 11, -10, 4, 12, 8, -3, -1, 7], [9, -3, 13, 4, 1, -7, 8, 2, -5, -11, 12, -6], [1, 7, 5, 9, -12, -10, 13, 8, -2, -4, 3, 6], [-9, 8, 10, -11, -4, 5, -2, -3, -7, -6, -13, 1], [-12, -5, 3, 10, -11, 7, -9, -2, -4, -8, -1, 6]]",26750,0.05825161933898926,5,15,50,1000
14,"[[-2, 3, 9, -5, 14, -10, -6, -12, 11, -13, 7, -8, 4], [6, 12, -7, -9, -1, 8, 10, 14, -3, 11, 5, -4, 13], [9, 12, -4, 5, 7, 11, 13, -8, -14, 2, 10, 1, 6], [-11, -9, 1, -12, 13, 10, 14, -7, 6, 5, -2, 3, 8], [4, -2, -13, -14, 12, -9, 8, -10, 3, 6, 7, 11, -1], [-11, 13, -8, -5, -2, 14, 4, 3, -7, 1, 9, 10, -12], [-11, -14, -4, 9, 10, -6, 3, -2, -1, -8, -12, 5, -13], [-3, -2, -14, -13, 5, -12, -4, -1, -11, 7, 6, -10, 9], [-1, 5, -12, 3, -11, 8, -14, -10, 4, -13, 2, 7, 6], [6, 1, -13, -4, -12, 3, -14, -8, -11, -7, 9, 2, -5], [4, 13, 9, -7, 5, 6, -3, -2, -8, 12, 1, -10, 14], [-4, 1, -7, -5, 10, -13, -14, -2, -3, -11, 9, 6, -8], [-12, 7, 3, -1, -8, -11, 4, 2, 5, 6, -14, -9, -10], [11, -10, -8, -5, 7, 9, -6, -2, 4, -13, 12, -3, -1]]",42806,0.06268119812011719,"[[2, -8, 11, 14, 3, -5, 6, -10, -9, -13, -12, 7, -4], [13, 1, 12, -3, 7, -11, -8, 5, -14, 9, -10, -6, -4], [10, -2, 13, 5, 14, -4, 1, 7, 12, 9, -6, -8, -11], [2, 3, -10, 6, -11, 5, -8, 7, 14, 9, -12, 1, 13], [-2, 12, 11, 7, -3, -6, 1, 4, -8, -14, -9, -13, -10], [11, 12, 8, 14, 7, 10, -4, 5, -13, 9, -1, -2, -3], [9, 1, -5, 4, -13, -2, 6, -3, 10, -12, -14, -8, 11], [-5, 13, 11, -2, 12, 6, -3, 7, -4, -14, -10, -9, -1], [-7, -3, 8, 2, -12, -4, 5, -1, 6, -10, 13, -11, -14], [-7, -9, -13, 1, -2, 3, -4, -12, 11, 8, 14, -6, 5], [13, -5, 3, 1, -2, 7, -10, -9, 6, -4, -12, -14, -8], [-14, -11, -10, -1, 7, -9, -3, 8, 4, -2, 13, -5, -6], [-11, 2, 4, -3, 6, -1, -12, 8, 10, 14, 9, 7, 5], [-9, 3, -10, -7, -12, 5, -6, -8, 13, -1, -2, -4, 11]]",37236,0.055687665939331055,"[[-8, 10, 4, -5, -6, -3, 14, 13, 12, 7, 11, -2, -9], [-4, 1, -14, 10, -12, 9, -6, -3, -11, 7, 13, -8, -5], [-1, 10, -2, -13, 7, -11, -14, 4, -12, -6, 5, 9, 8], [9, -12, 8, 5, 3, 10, -14, 13, 6, 11, 2, -7, -1], [3, 10, -11, 9, 7, -12, 1, 14, 4, -6, 2, 13, 8], [9, 5, 4, 11, -7, 12, -8, 13, -1, -2, 10, 3, 14], [-10, 13, -9, -14, 4, 11, 2, -8, -1, -12, 5, 6, -3], [-6, -2, -10, -5, 7, 12, 3, 11, -1, 14, 4, 13, 9], [3, -10, -8, 11, -6, 14, -12, -13, 4, -2, 1, 7, -5], [-2, -4, 7, -12, 1, -6, -8, -14, 5, -11, -3, -13, -9], [14, 10, 6, 5, -9, 8, -13, -2, 1, 3, -4, -12, -7], [13, 3, 9, 5, 7, -6, 8, -10, -14, 1, 2, -11, -4], [-4, 2, -3, -7, 1, 6, -11, -8, 10, -5, -9, -14, 12], [4, -13, 2, 8, -11, -3, 6, 9, 5, -7, -12, 10, -1]]",34878,0.06427216529846191,5,15,50,1000
12,"[[-2, 11, -6, 7, 10, 9, -5, -3, 4, 8, -12], [1, 4, -8, -11, -5, -6, -7, 10, -3, -9, -12], [5, 12, 8, -7, -4, -2, 10, -6, 9, 1, 11], [2, -6, -8, 1, 11, -10, 3, 7, -12, 9, 5], [-10, 3, -11, 6, 4, 7, 12, 2, 1, 8, -9], [1, 9, 5, 10, 12, -7, 8, 3, -11, -4, -2], [-6, -2, -4, -12, 5, -3, -11, 9, 10, 1, 8], [5, 11, -1, 2, 7, 4, 9, 10, 12, 6, -3], [-6, -5, -8, -11, 4, -1, -10, 7, 2, -3, -12], [-2, 4, 11, 12, 7, -8, -1, -3, 5, -6, 9], [-9, 2, 5, -10, -1, -12, 7, -4, -8, -6, -3], [-5, 8, 1, 4, 6, -7, 10, -9, 3, 11, -2]]",32476,0.045194149017333984,"[[4, 7, 12, -10, 11, 3, -9, -2, 6, -8, -5], [-8, -10, -11, 1, 3, -12, -4, 7, -6, 9, 5], [1, -5, -6, 12, 9, -7, -11, 8, -10, -2, -4], [11, 10, 1, 5, 7, -9, -2, -8, -6, -3, -12], [3, -1, 2, 11, -10, -8, 4, -7, 12, 6, -9], [-3, 11, -9, -10, 5, -1, -12, -2, -8, -4, -7], [11, 4, -9, 2, 3, -10, -1, -5, 12, 8, -6], [9, -7, -6, -3, 12, 4, -1, 11, 10, -5, 2], [-4, -8, -6, -7, 5, -11, 10, -1, 3, -12, 2], [-12, 9, 11, 4, -3, 5, 1, -6, 7, -8, 2], [12, 6, -10, -5, 1, 9, 3, -8, -2, -4, -7], [-9, -4, -8, -6, -10, 2, -1, -11, 7, 5, -3]]",29830,0.04348874092102051,"[[-2, -4, 8, -6, -5, -9, -12, -3, 10, 7, -11], [-9, -4, 3, 8, 11, 6, 7, -12, -1, -10, 5], [7, 2, -8, -10, 11, 9, 4, -1, 6, -12, 5], [-2, 8, 1, 6, 11, -12, 10, -9, -5, 3, -7], [-1, -11, -9, -4, 3, -8, 7, 2, 12, -6, 10], [-5, -8, 10, 9, -2, -4, 1, -12, 7, -3, -11], [-9, -3, -11, -1, 5, 12, -2, -6, 8, 10, 4], [5, -7, -6, -3, 10, -11, 1, 2, 12, -9, -4], [-11, -10, 2, 6, -5, -8, 4, -7, 1, -3, -12], [5, 7, -8, -6, 11, -4, 3, 1, -12, -9, 2], [-1, -7, -8, 9, -4, 2, 5, 3, 10, 12, 6], [3, -9, 6, -11, 1, -7, 10, 2, -5, -8, -4]]",28593,0.05023932456970215,5,15,50,1000
12,"[[10, -12, 4, 7, -5, 9, -11, -3, 6, -2, -8], [11, 9, -1, 3, 10, -6, -8, 4, -7, -5, -12], [6, -9, 12, -2, -5, 1, -8, -10, -7, 11, 4], [12, 2, -8, -11, -10, 9, 5, -7, -3, 6, 1], [-11, -7, 2, 10, -6, 9, -4, -3, 8, -12, 1], [10, 1, -12, 4, 11, -3, 9, 8, -5, -2, 7], [10, -8, -6, -3, -4, -1, -5, 12, 11, -9, -2], [-5, 7, -1, 10, -9, 2, -3, 11, -6, 4, 12], [-2, 7, -12, 6, -10, 3, -8, -4, -1, -11, -5], [-8, -2, 9, -7, 11, -1, -4, -6, 5, 3, -12], [-4, 7, 5, 1, 8, -10, 6, -2, 3, -9, 12], [-11, 10, -8, -2, 3, -7, -9, 6, 1, -5, -4]]",33096,0.0453341007232666,"[[-2, 11, -7, 3, -5, 6, -12, 4, 10, -9, 8], [5, -8, 6, 4, -11, 7, 10, -3, -9, -1, 12], [-10, -11, -5, -4, 8, -6, -1, -2, -7, 12, 9], [-5, -10, 1, 2, -8, 6, -7, 9, -3, -12, 11], [-11, 12, -6, 8, -3, 2, -7, -10, 1, 4, 9], [-2, -5, 9, 12, 1, -11, 7, 10, -8, 3, 4], [-10, -12, 3, -5, 11, -4, -8, -1, 9, -2, 6], [6, 5, 2, 1, 3, 12, -4, -10, -11, -9, -7], [-2, 11, 7, -12, 5, 4, -10, 1, 3, -8, 6], [9, -2, 11, -1, -4, -3, 7, -12, -6, -8, 5], [6, 12, -5, -10, -7, 8, -9, 4, 3, 1, 2], [-3, 8, 5, 6, -10, -11, 4, -9, -1, -2, -7]]",27625,0.04235482215881348,"[[-4, -3, -12, 7, 8, 2, -10, 6, -11, 5, -9], [-5, 8, 6, 9, -4, 7, -1, 10, -3, 11, -12], [1, -12, -10, 11, 2, -5, -9, 4, 7, 6, 8], [-6, -12, -11, 3, -8, 2, 1, -10, 9, 7, -5], [2, -7, 9, 12, 10, -8, -6, -4, -3, -11, 1], [10, 1, 9, 2, -4, -3, 5, 12, 8, -7, 11], [-6, 4, 12, -3, -11, -10, -1, -2, 5, 9, 8], [-1, -2, 9, -7, -5, 4, 12, -10, 11, 6, 3], [1, 4, -8, -10, 7, -5, -12, 3, 2, -11, 6], [2, -7, 5, -1, 9, -4, -6, 3, 8, -12, 11], [5, -12, 1, -6, 4, -7, 8, -10, -3, -9, 2], [3, -2, -7, 4, 9, 5, -8, -1, 10, 11, -6]]",24930,0.04867959022521973,5,15,50,1000
14,"[[6, 5, 8, 12, 10, -7, -3, 4, -11, 13, 2, -14, 9], [-8, 4, 7, 5, 3, -12, 13, -11, 6, -10, 9, 14, -1], [-11, -10, -8, 6, -7, -5, -1, 2, -12, 14, 9, -4, -13], [7, 10, 14, 6, 11, -8, -5, -1, 13, 3, 2, -12, 9], [-1, -8, -6, 12, 11, 14, -13, -9, -4, 7, 10, 2, -3], [14, 13, -1, 12, -3, -7, -8, -2, -9, 5, 10, 11, -4], [1, 14, 4, 3, 5, 6, -12, -13, 11, 2, -9, 10, -8], [-12, 14, 4, -10, -7, 3, -6, -5, -9, 2, -13, -1, 11], [-11, 6, 5, -8, -3, -7, 13, -4, 14, 10, 1, -12, -2], [-12, 6, 1, 13, 11, 3, 8, -14, -2, 7, 4, -5, 9], [-12, 10, -2, 1, 5, 4, -9, 13, 7, 6, -3, 14, -8], [-11, -9, -7, -14, 10, 13, 1, -8, -5, 6, 3, -2, 4], [-1, 2, 3, -8, 11, -12, 9, 10, -6, 14, -4, -5, 7], [-13, 1, 11, 8, -6, -5, 7, 3, -10, -12, -4, -2, 9]]",41325,0.05890369415283203,"[[-12, 4, -11, -2, -14, -8, 13, -10, 6, -5, -3, -9, -7], [13, -12, -11, -3, 9, -4, 1, -6, -5, -10, 7, -8, 14], [-7, 6, -8, 1, -14, -13, -4, 5, -2, 12, 9, 10, -11], [-9, -13, 6, -5, 12, -1, -14, -8, 10, -2, -7, 11, -3], [-3, -8, 10, 9, -1, 11, 2, -13, 12, -4, 7, 14, -6], [12, -13, 1, -2, 9, -14, 5, 3, -8, 4, 10, -7, 11], [3, 14, -5, 4, -6, 1, 8, 10, 9, -11, -12, -2, 13], [12, 5, -6, 10, 2, 1, 3, 14, 7, 13, -4, 11, 9], [3, -12, -10, 13, -5, 8, 4, 11, 1, 2, 14, 6, -7], [-14, -6, -4, -2, -11, 12, 13, 1, 8, -3, -9, 5, -7], [3, -6, -13, 12, 1, -9, -7, -8, -10, 5, 4, -2, 14], [-10, -1, 13, 8, 5, 2, -4, -9, -3, -11, 7, 14, 6], [-12, 6, 7, 1, -10, 14, -8, -2, 5, -4, -3, -11, -9], [-8, -6, -5, -13, 10, -1, 3, 12, -2, -11, -4, -9, -7]]",35987,0.05471467971801758,"[[5, -2, 10, 9, 12, 3, 4, 14, -7, 11, 8, -6, -13], [10, -14, -1, -13, 6, -9, 7, -4, 3, -11, -12, 5, 8], [10, -11, -4, -2, 6, 14, -9, -13, -12, 8, -1, -5, -7], [-9, -7, -10, -12, -14, 13, -2, 8, 3, -5, -6, 1, -11], [-8, 2, 11, 7, 1, 3, -14, -4, -6, 9, 13, -12, -10], [8, -4, 14, 1, 10, -2, 3, -11, -12, -7, 9, 5, 13], [6, 5, -4, -2, -11, -12, 13, 14, 9, -1, 8, -3, 10], [-10, 11, -1, -13, -9, -4, 3, 6, 14, 5, 2, -7, 12], [-13, 8, 11, 4, 7, -12, 14, 1, 3, 2, -10, -5, -6], [-12, -11, 7, 4, 1, 13, 6, 8, 9, -5, 14, 3, 2], [-3, -7, 4, 9, -8, -10, 6, 14, 5, -1, -13, 2, -12], [-10, 14, -9, -7, 13, -4, -2, 11, -1, -5, 8, 3, -6], [4, -12, -10, -7, 3, -8, -2, 6, -14, -11, 1, -9, 5], [-6, -8, 9, -7, 1, 10, 13, 11, 12, -3, 5, -4, -2]]",33925,0.06414961814880371,5,15,50,1000
8,"[[5, -3, 7, 8, -4, -6, -2], [4, -8, 5, -1, 7, 3, 6], [5, 4, 2, -1, -7, -8, 6], [-7, -1, 2, -5, -8, 6, -3], [3, -6, 8, 2, 4, 1, 7], [-7, 8, 2, 3, 5, 4, 1], [-1, -2, -3, -4, 6, 5, 8], [-2, 5, -6, -3, -4, -7, 1]]",14779,0.021927356719970703,"[[8, 6, -2, 7, -3, -4, -5], [1, -4, 5, 7, 3, 6, 8], [7, 6, 4, -1, -5, 2, -8], [6, 7, 8, -3, -1, -5, 2], [-8, -6, -1, 2, 4, 7, 3], [1, 5, -2, 7, -8, 3, -4], [-2, 3, 4, 8, 5, 1, 6], [1, 4, -2, 6, 7, -5, 3]]",12876,0.023163318634033203,"[[-2, 5, 6, 3, 4, -8, -7], [-1, -7, -4, -6, 3, 8, 5], [4, -1, -8, 5, 7, -6, 2], [-3, -1, 2, 7, -8, -5, 6], [-2, -6, -3, -7, 8, 1, -4], [-3, 8, 5, 7, 4, -2, 1], [1, 8, 6, 5, -2, 3, -4], [6, 2, 4, 5, 1, -7, -3]]",12459,0.02531719207763672,5,15,50,1000
8,"[[-8, 3, 4, 2, 6, -7, -5], [-8, -6, -5, 4, 3, 1, 7], [6, 1, 2, -8, 4, 7, 5], [1, -3, 2, 5, -7, -6, 8], [1, -4, 3, -7, 8, 6, -2], [8, -5, -3, -2, 1, 4, -7], [3, 5, -4, -6, 8, 1, -2], [-6, -4, -3, -5, 1, -2, -7]]",13189,0.0220029354095459,"[[-4, -8, -7, 3, -2, 5, 6], [1, 4, 8, 5, 6, 7, 3], [2, 4, -5, 6, -1, -8, -7], [-6, -2, 1, -5, -3, 8, 7], [1, -3, 6, -4, -8, 7, 2], [8, 1, 3, 5, 4, -7, -2], [3, 1, 5, -2, -8, 6, 4], [-7, 2, -4, 6, -5, 1, 3]]",11945,0.025962352752685547,"[[-6, 8, 4, 3, 7, 2, 5], [7, 6, 5, 8, -4, 3, -1], [7, 1, 8, 6, -4, 2, 5], [5, 6, 8, 1, -3, 7, -2], [2, 4, 8, -6, 7, 1, -3], [5, 8, 4, 3, 2, 1, -7], [4, 5, -6, 1, 3, 8, 2], [5, -4, 7, 1, 3, -2, 6]]",9771,0.025273561477661133,5,15,50,1000
6,"[[-4, 3, 2, -5, 6], [-4, 3, -5, -6, -1], [1, -5, -6, -4, -2], [6, 2, 3, 1, -5], [6, 2, -4, -3, -1], [-4, 1, -2, -3, -5]]",9284,0.01589679718017578,"[[5, -6, -4, -3, -2], [-3, -4, -6, -1, 5], [-2, -1, 4, 5, -6], [-6, 2, -1, -3, -5], [4, 2, 3, 6, -1], [1, 4, -5, -3, -2]]",8759,0.02116227149963379,"[[5, 4, -2, -3, -6], [6, -1, 4, 5, -3], [-5, -1, 2, 4, -6], [6, -2, -3, 5, 1], [2, 6, 4, 3, 1], [3, -5, 1, 4, 2]]",6443,0.01758599281311035,5,15,50,1000
6,"[[5, -3, 2, -6, -4], [-1, 5, -3, -6, -4], [-4, -2, -1, 6, 5], [-2, 5, 6, 1, -3], [1, -3, 2, -4, 6], [4, 5, 3, 1, -2]]",8364,0.018393516540527344,"[[-3, -5, -6, 2, -4], [-6, 5, 3, -4, -1], [-1, 2, -4, -5, 6], [-1, 3, -2, -5, -6], [-1, 3, 4, 2, 6], [3, 5, -2, -1, -4]]",10912,0.018314599990844727,"[[2, 5, 6, 4, 3], [5, 3, 1, -6, -4], [-1, -6, 2, 5, 4], [1, 6, 2, 5, -3], [-3, -2, 1, 4, 6], [-2, -1, -4, 5, -3]]",6314,0.017560720443725586,5,15,50,1000
12,"[[-2, 7, -11, -9, 4, -10, -5, 12, 3, 8, 6], [7, -6, -9, -5, -1, 10, 11, 8, -4, -3, 12], [1, 12, 11, 2, -5, 8, -4, 6, -7, 9, -10], [-11, -3, -9, -1, 5, -2, -8, -12, 10, 6, 7], [3, -10, 11, -8, 12, 9, -2, 6, -7, -4, 1], [-5, 7, 1, 2, -11, 9, -12, -8, 4, 3, -10], [4, -10, -1, 9, -2, 5, -3, -12, -11, 8, -6], [-6, -10, -1, 11, 9, -7, -5, 3, 2, 4, -12], [1, 8, 2, 4, 6, -11, -12, -7, 3, -5, 10], [-9, 11, -12, 8, 7, -2, -6, -5, -4, 1, -3], [-1, -5, 12, 2, -3, -10, 7, 4, 6, 8, -9], [9, -3, 1, 8, -10, -7, 6, -11, -5, 2, 4]]",31413,0.0432891845703125,"[[-9, -8, 10, -5, 6, -4, -11, -7, -2, 12, 3], [-1, -9, 6, -11, 10, 7, 5, 4, 12, 8, -3], [2, 12, -1, 6, -7, 10, -11, 4, -8, 9, -5], [10, -12, -5, 11, 1, 8, -3, -9, 6, -7, 2], [7, -12, 2, -8, -6, -9, -11, 1, -4, 10, -3], [1, 7, -4, 5, 8, -3, -10, 2, 12, 9, 11], [-1, 3, 2, -4, -12, -5, -8, -10, -9, -11, 6], [-9, -2, 3, 6, -1, -4, 5, 11, 10, 12, 7], [-10, 12, -7, -2, 8, 1, 6, -3, -4, 5, -11], [4, -9, -1, 2, 5, -7, -11, 8, -12, -6, -3], [10, 3, 4, 1, 9, 2, -8, -6, -7, 12, 5], [11, 10, 9, 1, -5, -7, 2, 8, -6, -3, 4]]",27216,0.042684078216552734,"[[10, -4, -7, -11, -9, 2, 12, -8, -6, -3, -5], [9, 4, 11, 1, 12, -7, -10, -3, -5, 8, -6], [2, 4, 9, 5, -7, -11, 6, 1, 10, -12, -8], [10, 11, 5, -12, -8, -2, 1, -6, 3, -9, -7], [-4, 6, 3, 10, -7, -11, 1, 2, -12, -8, 9], [-2, -3, -11, -12, -5, -10, -8, 1, 7, 9, 4], [11, 9, 12, 10, 2, 5, -1, 8, 4, -3, 6], [-12, -3, 9, 4, 11, 2, -10, 6, 5, -7, -1], [5, -6, 10, -11, 1, 2, -12, 7, 3, -4, 8], [11, 7, 12, -1, 2, 3, 6, -5, 4, -8, 9], [-4, 2, -1, -8, 9, 12, -6, -5, -3, -10, -7], [2, 6, -4, -11, -7, -1, -5, -8, -9, -10, -3]]",26920,0.04998946189880371,5,15,50,1000
